2019-06-06,1243.5387025746072,1262.0184054932113,1233.2832482225629,1257.856689453125,2345134
2019-06-07,1263.3064107724629,1263.3064107724629,1242.5477860150963,1257.3612060546875,1381956
2019-06-10,1263.0092541740548,1277.4263033959535,1258.4016962133542,1265.3377685546875,1516266
2019-06-11,1266.328607460734,1276.2372820105052,1255.2309403471904,1273.215087890625,1782094
2019-06-12,1273.2150605907862,1280.8942832022035,1265.8827383455725,1277.0794677734375,1456438
2019-06-13,1271.2828897265313,1286.3936177610829,1264.7431889977588,1283.619140625,1734153
2019-06-14,1284.213791605078,1286.0963429731773,1265.4367810787116,1270.1929931640625,874483
2019-06-17,1274.2555331315366,1280.7457632726876,1237.0980039772344,1244.5791015625,2057502
2019-06-18,1244.5791596617898,1249.483905356921,1223.7213506072937,1246.015869140625,1845151
2019-06-19,1268.3103528857407,1276.2372925912766,1246.1644892745,1263.455078125,1650715
2019-06-20,1262.860538122122,1296.995872665233,1254.4877567301883,1294.6673583984375,1693438
2019-06-21,1294.0728498183278,1304.972391432418,1276.4849531228645,1280.5474853515625,2640376
2019-06-24,1290.1093891930618,1295.4600974868051,1279.25943925601,1288.17724609375,1419605
2019-06-25,1297.0454772216142,1308.7872321787775,1284.2137922730112,1306.1119384765625,1955640
2019-06-26,1300.6125996719597,1310.8185828597284,1294.7169866858942,1297.0950927734375,1335984
2019-06-27,1297.144622558965,1320.5290714129342,1294.816108120578,1317.06103515625,1841074
2019-06-28,1312.8993762679647,1324.8393774682995,1305.9633040914546,1322.5107421875,1345592
2019-07-01,1317.9528547568798,1328.6542722787249,1309.0846388983605,1311.1158447265625,1554897
2019-07-02,1312.8993146729254,1320.0335116232902,1298.5317372670709,1311.908447265625,1397406
2019-07-03,1317.407799927729,1321.321677775162,1304.4769319767536,1316.3177490234375,1351543
2019-07-04,1309.7286499200388,1309.7286499200388,1274.2555466618708,1278.5657958984375,2901447
2019-07-05,1271.778320508835,1288.6726582285282,1238.286953674593,1266.4276123046875,3015054
2019-07-08,1248.4929381573418,1259.293417130913,1234.3234857944694,1241.0118408203125,2308725
2019-07-09,1164.2693420277124,1164.2693420277124,1063.2008544644557,1088.913818359375,22143587
2019-07-10,1092.926798270264,1114.7258821886192,1078.4105659244412,1091.1431884765625,6366343
2019-07-11,1098.8719765064166,1105.4612690868466,1061.6153854435563,1086.9815673828125,5179244
2019-07-12,1093.9176657210983,1118.6893519919565,1080.0455214094177,1091.1431884765625,4845853
2019-07-15,1099.8628955673596,1099.9124873232347,1067.5110483670032,1079.4510498046875,2563929
2019-07-16,1082.0272241709183,1107.7897771273688,1072.6635754208685,1104.5694580078125,2457767
2019-07-17,1100.1105733576132,1107.7897960043338,1095.205827920294,1099.7637939453125,2538956
2019-07-18,1094.9085269504124,1096.3948281182184,1046.554147242258,1070.1368408203125,3482208
2019-07-19,1080.045478335919,1092.9267546830447,1068.105477647347,1081.0859375,3302082
2019-07-22,1077.9647448322105,1082.027277268216,1052.400315723343,1075.63623046875,2341863
2019-07-23,1080.0454774791024,1099.7637631397738,1076.4783789922888,1089.1119384765625,2527679
2019-07-24,1090.9450107718012,1099.8628173993636,1071.375379561317,1077.46923828125,1732174
2019-07-25,1083.9098981903958,1090.6477240933714,1074.694782774471,1080.4913330078125,1770220
2019-07-26,1075.883930985956,1102.0427350326995,1073.1094537298472,1096.2957763671875,1128870
2019-07-29,1101.7702626225787,1103.8605061872981,1066.9324648619336,1073.9000244140625,1661014
2019-07-30,1080.0,1093.5999755859375,1072.0999755859375,1079.199951171875,2335907
2019-07-31,1079.1500244140625,1079.1500244140625,1041.0,1056.3499755859375,3050699
2019-08-01,1052.0999755859375,1069.3499755859375,1041.4000244140625,1057.300048828125,2321381
2019-08-02,1062.0,1075.4000244140625,1046.050048828125,1064.699951171875,1789229
2019-08-05,1059.5,1059.5,1026.5999755859375,1036.800048828125,1962260
2019-08-06,1027.0,1070.0,1021.25,1046.699951171875,5738839
2019-08-07,1022.0,1040.9000244140625,998.0,1028.449951171875,8983860
2019-08-08,1036.0,1059.800048828125,1011.6500244140625,1041.0999755859375,2553976
2019-08-09,1050.0,1077.0,1041.5,1067.0,2944544
2019-08-13,1070.0,1088.5,1056.0999755859375,1063.8499755859375,3293100
2019-08-14,1054.0999755859375,1090.8499755859375,1051.050048828125,1084.0,1834669
2019-08-16,1075.0,1084.300048828125,1070.199951171875,1075.800048828125,1366746
2019-08-19,1104.699951171875,1104.699951171875,1080.1500244140625,1088.949951171875,1467603
2019-08-20,1090.9000244140625,1095.75,1075.550048828125,1092.3499755859375,1584464
2019-08-21,1090.5,1097.0,1060.300048828125,1065.300048828125,1344715
2019-08-22,1065.800048828125,1070.0,1048.050048828125,1061.75,1182766
2019-08-23,1062.300048828125,1082.9000244140625,1040.0,1073.5,1925420
2019-08-26,1094.699951171875,1106.800048828125,1061.6500244140625,1102.449951171875,2601437
2019-08-27,1108.0,1130.1500244140625,1099.199951171875,1123.699951171875,2825727
2019-08-28,1129.0,1131.5,1107.5,1110.949951171875,1599333
2019-08-29,1111.5,1115.0,1096.550048828125,1101.800048828125,1204392
2019-08-30,1107.050048828125,1113.0,1095.0,1105.0999755859375,1454803
2019-09-03,1098.0,1098.300048828125,1052.949951171875,1059.6500244140625,1858383
2019-09-04,1060.0,1069.0,1025.5,1037.199951171875,2881072
2019-09-05,1037.0,1052.9000244140625,1036.25,1048.6500244140625,1587469
2019-09-06,1054.0,1070.949951171875,1042.449951171875,1068.699951171875,1443212
